proba is,proba sr,nombre hpb,nombre shp,pic,cumul inf
0.2,0.045,5,2,174,16141
0.2,0.045,5,3,189,15335
0.2,0.045,5,4,184,13792
0.2,0.05,1,0,179,15598
0.2,0.05,1,1,187,15145
0.2,0.05,1,2,185,15823
0.2,0.05,1,3,179,14254
0.2,0.05,1,4,183,14907
0.2,0.05,2,0,177,14969
0.2,0.05,2,1,188,17149
0.2,0.05,2,2,179,15621
0.2,0.05,2,3,192,16125
0.2,0.05,2,4,183,15944
0.2,0.05,3,0,189,14799
0.2,0.05,3,1,179,17464
0.2,0.05,3,2,183,16126
0.2,0.05,3,3,182,13503
0.2,0.05,3,4,182,16569
0.2,0.05,4,0,175,13639
0.2,0.05,4,1,179,13444
0.2,0.05,4,2,186,15971
0.2,0.05,4,3,185,14967
0.2,0.05,4,4,174,11999
0.2,0.05,5,0,185,14871
0.2,0.05,5,1,183,16322
0.2,0.05,5,2,184,14712
0.2,0.05,5,3,183,13913
0.2,0.05,5,4,179,13819
0.2,0.055,1,0,174,14234
0.2,0.055,1,1,174,13979
0.2,0.055,1,2,184,15197
0.2,0.055,1,3,189,13843
0.2,0.055,1,4,182,14285
0.2,0.055,2,0,187,13973
0.2,0.055,2,1,184,15251
0.2,0.055,2,2,179,13516
0.2,0.055,2,3,181,12569
0.2,0.055,2,4,181,13074
0.2,0.055,3,0,186,15757
0.2,0.055,3,1,189,14769
0.2,0.055,3,2,177,12335
0.2,0.055,3,3,187,16029
0.2,0.055,3,4,181,15187
0.2,0.055,4,0,182,14535
0.2,0.055,4,1,186,14618
0.2,0.055,4,2,179,12955
0.2,0.055,4,3,164,10749
0.2,0.055,4,4,187,13503
0.2,0.055,5,0,187,14273
0.2,0.055,5,1,183,13134
0.2,0.055,5,2,173,11190
0.2,0.055,5,3,180,13133
0.2,0.055,5,4,187,14609
0.2,0.06,1,0,185,13390
0.2,0.06,1,1,186,13290
0.2,0.06,1,2,184,12108
0.2,0.06,1,3,180,14315
0.2,0.06,1,4,185,13678
0.2,0.06,2,0,170,10157
0.2,0.06,2,1,187,12704
0.2,0.06,2,2,178,13083
0.2,0.06,2,3,191,12019
0.2,0.06,2,4,187,13501
0.2,0.06,3,0,185,14234
0.2,0.06,3,1,190,13781
0.2,0.06,3,2,180,12522
0.2,0.06,3,3,181,12144
0.2,0.06,3,4,178,13444
0.2,0.06,4,0,181,14008
0.2,0.06,4,1,182,11278
0.2,0.06,4,2,187,14352
0.2,0.06,4,3,192,12609
0.2,0.06,4,4,184,12678
0.2,0.06,5,0,172,11659
0.2,0.06,5,1,186,10981
0.2,0.06,5,2,190,13073
0.2,0.06,5,3,168,10649
0.2,0.06,5,4,182,12135
0.25,0.01,1,0,195,83928
0.25,0.01,1,1,198,68020
0.25,0.01,1,2,200,65620
0.25,0.01,1,3,197,64519
0.25,0.01,1,4,197,66120
0.25,0.01,2,0,195,68123
0.25,0.01,2,1,195,66604
0.25,0.01,2,2,196,81201
0.25,0.01,2,3,197,60488
0.25,0.01,2,4,198,62225
0.25,0.01,3,0,198,73103
0.25,0.01,3,1,199,65003
0.25,0.01,3,2,197,56737
0.25,0.01,3,3,197,66788
0.25,0.01,3,4,196,59265
0.25,0.01,4,0,197,64822
0.25,0.01,4,1,200,63676
0.25,0.01,4,2,197,61678
0.25,0.01,4,3,200,67547
0.25,0.01,4,4,194,57430
0.25,0.01,5,0,195,60775
0.25,0.01,5,1,196,62426
0.25,0.01,5,2,193,54104
0.25,0.01,5,3,195,61039
0.25,0.01,5,4,199,67050
0.25,0.015,1,0,195,46169
0.25,0.015,1,1,195,45568
0.25,0.015,1,2,192,48299
0.25,0.015,1,3,195,42923
0.25,0.015,1,4,196,46039
0.25,0.015,2,0,194,47777
0.25,0.015,2,1,195,47907
0.25,0.015,2,2,196,48989
0.25,0.015,2,3,194,44478
0.25,0.015,2,4,195,47689
0.25,0.015,3,0,197,47757
0.25,0.015,3,1,197,48354
0.25,0.015,3,2,194,44107
0.25,0.015,3,3,193,37563
0.25,0.015,3,4,194,45753
0.25,0.015,4,0,192,41906
0.25,0.015,4,1,198,44017
0.25,0.015,4,2,192,47080
0.25,0.015,4,3,196,41244
0.25,0.015,4,4,195,42802
0.25,0.015,5,0,194,44686
0.25,0.015,5,1,197,44550
0.25,0.015,5,2,198,35385
0.25,0.015,5,3,191,41022
0.25,0.015,5,4,195,41520
0.25,0.02,1,0,194,31909
0.25,0.02,1,1,197,35061
0.25,0.02,1,2,188,29697
0.25,0.02,1,3,195,35618
0.25,0.02,1,4,195,34590
0.25,0.02,2,0,191,35744
0.25,0.02,2,1,193,36777
0.25,0.02,2,2,194,27855
0.25,0.02,2,3,193,30874
0.25,0.02,2,4,193,31769
0.25,0.02,3,0,191,31850
0.25,0.02,3,1,184,29310
0.25,0.02,3,2,193,32234
0.25,0.02,3,3,194,28243
0.25,0.02,3,4,194,35897
0.25,0.02,4,0,190,32117
0.25,0.02,4,1,194,34551
0.25,0.02,4,2,196,39698
0.25,0.02,4,3,195,33903
0.25,0.02,4,4,193,36860
0.25,0.02,5,0,191,36630
0.25,0.02,5,1,191,33337
0.25,0.02,5,2,192,34130
0.25,0.02,5,3,189,26773
0.25,0.02,5,4,194,29382
0.25,0.025,1,0,193,31167
0.25,0.025,1,1,196,24474
0.25,0.025,1,2,189,23085
0.25,0.025,1,3,184,27395
0.25,0.025,1,4,193,27417
0.25,0.025,2,0,190,30384
0.25,0.025,2,1,185,29251
0.25,0.025,2,2,196,25035
0.25,0.025,2,3,194,28765
0.25,0.025,2,4,194,27036
0.25,0.025,3,0,191,24245
0.25,0.025,3,1,175,22357
0.25,0.025,3,2,191,30637
0.25,0.025,3,3,193,25352
0.25,0.025,3,4,189,23232
0.25,0.025,4,0,190,27676
0.25,0.025,4,1,192,26882
0.25,0.025,4,2,190,27266
0.25,0.025,4,3,192,27309
0.25,0.025,4,4,187,24266
0.25,0.025,5,0,196,26893
0.25,0.025,5,1,186,28689
0.25,0.025,5,2,185,22624
0.25,0.025,5,3,189,27754
0.25,0.025,5,4,187,23536
0.25,0.03,1,0,191,20506
0.25,0.03,1,1,194,26326
0.25,0.03,1,2,189,26280
0.25,0.03,1,3,189,25637
0.25,0.03,1,4,192,22010
0.25,0.03,2,0,191,23570
0.25,0.03,2,1,194,22807
0.25,0.03,2,2,187,22471
0.25,0.03,2,3,192,23137
0.25,0.03,2,4,188,22248
0.25,0.03,3,0,190,23370
0.25,0.03,3,1,184,23715
0.25,0.03,3,2,187,22040
0.25,0.03,3,3,189,17390
0.25,0.03,3,4,184,22162
0.25,0.03,4,0,192,22839
0.25,0.03,4,1,191,16509
0.25,0.03,4,2,188,20949
0.25,0.03,4,3,188,21363
0.25,0.03,4,4,193,22538
0.25,0.03,5,0,179,18356
0.25,0.03,5,1,187,18887
0.25,0.03,5,2,190,22823
0.25,0.03,5,3,190,20984
0.25,0.03,5,4,192,19366
0.25,0.035,1,0,187,19568
0.25,0.035,1,1,191,18161
0.25,0.035,1,2,188,17113
0.25,0.035,1,3,187,18933
0.25,0.035,1,4,186,19688
0.25,0.035,2,0,182,20128
0.25,0.035,2,1,189,18655
0.25,0.035,2,2,190,19573
0.25,0.035,2,3,192,19116
0.25,0.035,2,4,192,18585
0.25,0.035,3,0,188,19187
0.25,0.035,3,1,192,20777
0.25,0.035,3,2,179,17203
0.25,0.035,3,3,181,17880
0.25,0.035,3,4,180,19233
0.25,0.035,4,0,187,17764
0.25,0.035,4,1,190,18016
0.25,0.035,4,2,188,15744
0.25,0.035,4,3,191,16948
0.25,0.035,4,4,191,20034
0.25,0.035,5,0,190,18383
0.25,0.035,5,1,190,18320
0.25,0.035,5,2,177,14849
0.25,0.035,5,3,189,18917
0.25,0.035,5,4,186,18661
0.25,0.04,1,0,190,18514
0.25,0.04,1,1,194,17447
0.25,0.04,1,2,189,16863
0.25,0.04,1,3,192,16604
0.25,0.04,1,4,180,15180
0.25,0.04,2,0,188,17022
0.25,0.04,2,1,185,15757
0.25,0.04,2,2,184,15386
0.25,0.04,2,3,180,15216
0.25,0.04,2,4,187,15735
0.25,0.04,3,0,188,16100
0.25,0.04,3,1,192,15124
0.25,0.04,3,2,188,15802
0.25,0.04,3,3,186,16881
0.25,0.04,3,4,187,16839
0.25,0.04,4,0,182,15277
0.25,0.04,4,1,188,17525
0.25,0.04,4,2,179,13036
0.25,0.04,4,3,187,13432
0.25,0.04,4,4,181,14227
0.25,0.04,5,0,189,18093
0.25,0.04,5,1,196,18332
0.25,0.04,5,2,186,17487
0.25,0.04,5,3,187,15659
0.25,0.04,5,4,172,12080
0.25,0.045,1,0,188,16176
0.25,0.045,1,1,188,17299
0.25,0.045,1,2,186,13936
0.25,0.045,1,3,176,12972
0.25,0.045,1,4,184,14373
0.25,0.045,2,0,192,14234
0.25,0.045,2,1,185,14118
0.25,0.045,2,2,181,14408
0.25,0.045,2,3,186,15830
0.25,0.045,2,4,177,13662
0.25,0.045,3,0,188,14150
0.25,0.045,3,1,191,15084
0.25,0.045,3,2,175,12785
0.25,0.045,3,3,189,13768
0.25,0.045,3,4,185,15800
0.25,0.045,4,0,188,15384
0.25,0.045,4,1,186,14317
0.25,0.045,4,2,186,13774
0.25,0.045,4,3,182,12710
0.25,0.045,4,4,188,14518
0.25,0.045,5,0,177,13107
0.25,0.045,5,1,180,12081
0.25,0.045,5,2,193,14232
0.25,0.045,5,3,187,13058
0.25,0.045,5,4,178,12421
0.25,0.05,1,0,183,13526
0.25,0.05,1,1,181,12954
0.25,0.05,1,2,178,13428
0.25,0.05,1,3,172,12417
0.25,0.05,1,4,189,12950
0.25,0.05,2,0,178,13615
0.25,0.05,2,1,188,13608
0.25,0.05,2,2,187,13583
0.25,0.05,2,3,186,13071
0.25,0.05,2,4,182,13132
0.25,0.05,3,0,182,12637
0.25,0.05,3,1,181,10810
0.25,0.05,3,2,186,14041
0.25,0.05,3,3,185,12427
0.25,0.05,3,4,188,13166
0.25,0.05,4,0,178,12581
0.25,0.05,4,1,174,14014
0.25,0.05,4,2,185,13277
0.25,0.05,4,3,174,11028
0.25,0.05,4,4,177,13411
0.25,0.05,5,0,184,12131
0.25,0.05,5,1,181,11501
0.25,0.05,5,2,183,13982
0.25,0.05,5,3,186,12068
0.25,0.05,5,4,183,12144
0.25,0.055,1,0,183,11322
0.25,0.055,1,1,187,11133
0.25,0.055,1,2,189,12513
0.25,0.055,1,3,187,12427
0.25,0.055,1,4,185,11153
0.25,0.055,2,0,182,11689
0.25,0.055,2,1,187,11379
0.25,0.055,2,2,180,11638
0.25,0.055,2,3,169,9738
0.25,0.055,2,4,184,11187
0.25,0.055,3,0,185,11387
0.25,0.055,3,1,185,11218
0.25,0.055,3,2,177,10308
0.25,0.055,3,3,184,11752
0.25,0.055,3,4,180,11010
0.25,0.055,4,0,190,14051
0.25,0.055,4,1,176,11527
0.25,0.055,4,2,175,11072
0.25,0.055,4,3,185,11279
0.25,0.055,4,4,185,11697
0.25,0.055,5,0,192,11088
0.25,0.055,5,1,185,10522
0.25,0.055,5,2,183,10260
0.25,0.055,5,3,190,11840
0.25,0.055,5,4,179,12518
0.25,0.06,1,0,177,11189
0.25,0.06,1,1,174,9873
0.25,0.06,1,2,178,9396
0.25,0.06,1,3,178,9651
0.25,0.06,1,4,185,10412
0.25,0.06,2,0,181,10963
0.25,0.06,2,1,185,11341
0.25,0.06,2,2,180,11032
0.25,0.06,2,3,184,10780
0.25,0.06,2,4,184,10120
0.25,0.06,3,0,173,9272
0.25,0.06,3,1,179,9814
0.25,0.06,3,2,182,10214
0.25,0.06,3,3,185,11687
0.25,0.06,3,4,182,10229
0.25,0.06,4,0,166,10235
0.25,0.06,4,1,187,9919
0.25,0.06,4,2,174,7326
0.25,0.06,4,3,173,10531
0.25,0.06,4,4,176,10237
0.25,0.06,5,0,170,9012
0.25,0.06,5,1,167,10457
0.25,0.06,5,2,178,9490
0.25,0.06,5,3,176,8842
0.25,0.06,5,4,179,11780
0.3,0.01,1,0,195,64878
0.3,0.01,1,1,198,64032
0.3,0.01,1,2,195,62603
0.3,0.01,1,3,196,71371
0.3,0.01,1,4,198,57187
0.3,0.01,2,0,197,65297
0.3,0.01,2,1,199,61970
0.3,0.01,2,2,198,63917
0.3,0.01,2,3,196,66488
0.3,0.01,2,4,194,56658
0.3,0.01,3,0,197,59255
0.3,0.01,3,1,197,50407
0.3,0.01,3,2,199,59537
0.3,0.01,3,3,196,71371
0.3,0.01,3,4,194,54708
0.3,0.01,4,0,198,55480
0.3,0.01,4,1,194,48761
0.3,0.01,4,2,195,58588
0.3,0.01,4,3,198,52362
0.3,0.01,4,4,195,50397
0.3,0.01,5,0,197,55456
0.3,0.01,5,1,194,57706
0.3,0.01,5,2,198,59110
0.3,0.01,5,3,197,49700
0.3,0.01,5,4,193,52134
0.3,0.015,1,0,195,39206
0.3,0.015,1,1,194,43537
0.3,0.015,1,2,195,40243
0.3,0.015,1,3,187,35081
0.3,0.015,1,4,196,41262
0.3,0.015,2,0,195,39861
0.3,0.015,2,1,199,40726
0.3,0.015,2,2,197,43111
0.3,0.015,2,3,195,43139
0.3,0.015,2,4,193,39221
0.3,0.015,3,0,194,37620
0.3,0.015,3,1,198,40932
0.3,0.015,3,2,196,39505
0.3,0.015,3,3,194,41511
0.3,0.015,3,4,195,32168
0.3,0.015,4,0,196,42763
0.3,0.015,4,1,195,39060
0.3,0.015,4,2,193,41503
0.3,0.015,4,3,197,48848
0.3,0.015,4,4,194,34932
0.3,0.015,5,0,192,41648
0.3,0.015,5,1,194,38559
0.3,0.015,5,2,191,34225
0.3,0.015,5,3,193,32437
0.3,0.015,5,4,197,33511
0.3,0.02,1,0,198,30643
0.3,0.02,1,1,190,28027
0.3,0.02,1,2,193,28348
0.3,0.02,1,3,196,28742
0.3,0.02,1,4,191,32621
0.3,0.02,2,0,192,33361
0.3,0.02,2,1,191,38360
0.3,0.02,2,2,190,28794
0.3,0.02,2,3,193,29032
0.3,0.02,2,4,190,28963
0.3,0.02,3,0,189,30968
0.3,0.02,3,1,188,27562
0.3,0.02,3,2,186,25887
0.3,0.02,3,3,197,29841
0.3,0.02,3,4,195,30521
0.3,0.02,4,0,194,31809
0.3,0.02,4,1,192,25825
0.3,0.02,4,2,193,30798
0.3,0.02,4,3,191,26201
0.3,0.02,4,4,193,25969
0.3,0.02,5,0,196,24735
0.3,0.02,5,1,192,22971
0.3,0.02,5,2,192,25627
0.3,0.02,5,3,193,31116
0.3,0.02,5,4,192,28251
0.3,0.025,1,0,193,27187
0.3,0.025,1,1,193,27689
0.3,0.025,1,2,186,24791
0.3,0.025,1,3,191,24229
0.3,0.025,1,4,191,21215
0.3,0.025,2,0,186,21438
0.3,0.025,2,1,191,23711
0.3,0.025,2,2,191,21052
0.3,0.025,2,3,179,20419
0.3,0.025,2,4,192,21100
0.3,0.025,3,0,189,25402
0.3,0.025,3,1,194,21611
0.3,0.025,3,2,190,22058
0.3,0.025,3,3,190,21838
0.3,0.025,3,4,198,23471
0.3,0.025,4,0,196,22923
0.3,0.025,4,1,193,23412
0.3,0.025,4,2,192,25658
0.3,0.025,4,3,189,25853
0.3,0.025,4,4,189,20257
0.3,0.025,5,0,192,21795
0.3,0.025,5,1,193,23322
0.3,0.025,5,2,189,22382
0.3,0.025,5,3,193,20623
0.3,0.025,5,4,191,21461
0.3,0.03,1,0,188,18458
0.3,0.03,1,1,187,19010
0.3,0.03,1,2,193,18631
0.3,0.03,1,3,193,20179
0.3,0.03,1,4,190,16654
0.3,0.03,2,0,188,24641
0.3,0.03,2,1,189,18496
0.3,0.03,2,2,194,19939
0.3,0.03,2,3,194,18919
0.3,0.03,2,4,192,15815
0.3,0.03,3,0,191,19554
0.3,0.03,3,1,185,20033
0.3,0.03,3,2,186,20057
0.3,0.03,3,3,193,16574
0.3,0.03,3,4,192,17848
0.3,0.03,4,0,190,19303
0.3,0.03,4,1,187,17139
0.3,0.03,4,2,190,18840
0.3,0.03,4,3,190,20312
0.3,0.03,4,4,195,19295
0.3,0.03,5,0,195,22793
0.3,0.03,5,1,192,20379
0.3,0.03,5,2,192,21305
0.3,0.03,5,3,192,19829
0.3,0.03,5,4,192,16141
0.3,0.035,1,0,191,16957
0.3,0.035,1,1,183,17139
0.3,0.035,1,2,186,14082
0.3,0.035,1,3,192,18116
0.3,0.035,1,4,184,14999
0.3,0.035,2,0,194,17614
0.3,0.035,2,1,186,17520
0.3,0.035,2,2,192,15936
0.3,0.035,2,3,189,16614
0.3,0.035,2,4,185,16329
0.3,0.035,3,0,193,17275
0.3,0.035,3,1,194,15685
0.3,0.035,3,2,195,16006
0.3,0.035,3,3,181,14711
0.3,0.035,3,4,188,14078
0.3,0.035,4,0,185,15598
0.3,0.035,4,1,181,13660
0.3,0.035,4,2,184,15754
0.3,0.035,4,3,186,14097
0.3,0.035,4,4,190,14318
0.3,0.035,5,0,186,14124
0.3,0.035,5,1,183,15547
0.3,0.035,5,2,190,14713
0.3,0.035,5,3,188,13909
0.3,0.035,5,4,190,14640
0.3,0.04,1,0,188,16859
0.3,0.04,1,1,188,13771
0.3,0.04,1,2,188,12585
0.3,0.04,1,3,192,14808
0.3,0.04,1,4,186,13819
0.3,0.04,2,0,189,14033
0.3,0.04,2,1,185,15077
0.3,0.04,2,2,189,15493
0.3,0.04,2,3,187,12119
0.3,0.04,2,4,184,14878
0.3,0.04,3,0,179,14697
0.3,0.04,3,1,188,12767
0.3,0.04,3,2,175,12537
0.3,0.04,3,3,192,14138
0.3,0.04,3,4,181,11989
0.3,0.04,4,0,185,11779
0.3,0.04,4,1,184,14018
0.3,0.04,4,2,187,15233
0.3,0.04,4,3,182,13268
0.3,0.04,4,4,188,13823
0.3,0.04,5,0,184,11520
0.3,0.04,5,1,194,13175
0.3,0.04,5,2,184,12021
0.3,0.04,5,3,181,12171
0.3,0.04,5,4,191,13224
0.3,0.045,1,0,187,12922
0.3,0.045,1,1,183,12259
0.3,0.045,1,2,183,11300
0.3,0.045,1,3,173,11279
0.3,0.045,1,4,183,11710
0.3,0.045,2,0,185,13960
0.3,0.045,2,1,185,14325
0.3,0.045,2,2,184,10050
0.3,0.045,2,3,180,11364
0.3,0.045,2,4,175,11500
0.3,0.045,3,0,183,12416
0.3,0.045,3,1,185,13509
0.3,0.045,3,2,176,11768
0.3,0.045,3,3,191,13322
0.3,0.045,3,4,183,12690
0.3,0.045,4,0,186,11338
0.3,0.045,4,1,179,10865
0.3,0.045,4,2,185,11017
0.3,0.045,4,3,181,12208
0.3,0.045,4,4,180,11258
0.3,0.045,5,0,178,11006
0.3,0.045,5,1,174,10886
0.3,0.045,5,2,179,10667
0.3,0.045,5,3,193,13107
0.3,0.045,5,4,187,9941
0.3,0.05,1,0,193,14010
0.3,0.05,1,1,180,12699
0.3,0.05,1,2,188,11372
0.3,0.05,1,3,178,11818
0.3,0.05,1,4,179,11548
0.3,0.05,2,0,176,9944
0.3,0.05,2,1,174,10997
0.3,0.05,2,2,189,13123
0.3,0.05,2,3,178,11647
0.3,0.05,2,4,191,11771
0.3,0.05,3,0,185,12162
0.3,0.05,3,1,186,11458
0.3,0.05,3,2,183,11589
0.3,0.05,3,3,178,9394
0.3,0.05,3,4,189,11893
0.3,0.05,4,0,187,8871
0.3,0.05,4,1,175,9195
0.3,0.05,4,2,182,11330
0.3,0.05,4,3,183,10958
0.3,0.05,4,4,180,9975
0.3,0.05,5,0,186,10852
0.3,0.05,5,1,188,10448
0.3,0.05,5,2,173,10726
0.3,0.05,5,3,186,11441
0.3,0.05,5,4,183,10213
0.3,0.055,1,0,181,12224
0.3,0.055,1,1,178,9226
0.3,0.055,1,2,181,9878
0.3,0.055,1,3,177,10663
0.3,0.055,1,4,185,9671
0.3,0.055,2,0,186,9055
0.3,0.055,2,1,186,11234
0.3,0.055,2,2,188,9544
0.3,0.055,2,3,168,9350
0.3,0.055,2,4,177,10484
0.3,0.055,3,0,184,11134
0.3,0.055,3,1,188,9410
0.3,0.055,3,2,181,10563
0.3,0.055,3,3,184,9114
0.3,0.055,3,4,188,10502
0.3,0.055,4,0,182,10792
0.3,0.055,4,1,180,8921
0.3,0.055,4,2,189,9779
0.3,0.055,4,3,185,11597
0.3,0.055,4,4,177,8819
0.3,0.055,5,0,181,8126
0.3,0.055,5,1,180,8323
0.3,0.055,5,2,181,9787
0.3,0.055,5,3,183,9546
0.3,0.055,5,4,177,10168
0.3,0.06,1,0,174,9944
0.3,0.06,1,1,184,11141
0.3,0.06,1,2,180,10522
0.3,0.06,1,3,180,9681
0.3,0.06,1,4,164,8795
0.3,0.06,2,0,185,9674
0.3,0.06,2,1,183,9587
0.3,0.06,2,2,177,8166
0.3,0.06,2,3,182,9057
0.3,0.06,2,4,174,7730
0.3,0.06,3,0,188,7874
0.3,0.06,3,1,184,8539
0.3,0.06,3,2,177,9244
0.3,0.06,3,3,179,7879
0.3,0.06,3,4,184,11393
0.3,0.06,4,0,176,10243
0.3,0.06,4,1,178,8568
0.3,0.06,4,2,186,8861
0.3,0.06,4,3,183,9201
0.3,0.06,4,4,183,9599
0.3,0.06,5,0,183,8414
0.3,0.06,5,1,184,9202
0.3,0.06,5,2,172,7811
0.3,0.06,5,3,181,9087
0.3,0.06,5,4,183,7878
0.35,0.01,1,0,195,45890
0.35,0.01,1,1,194,52707
0.35,0.01,1,2,197,59915
0.35,0.01,1,3,197,45860
0.35,0.01,1,4,199,54753
0.35,0.01,2,0,197,56697
0.35,0.01,2,1,195,42863
0.35,0.01,2,2,197,48066
0.35,0.01,2,3,199,47295
0.35,0.01,2,4,200,48650
0.35,0.01,3,0,198,43055
0.35,0.01,3,1,196,49564
0.35,0.01,3,2,188,45024
0.35,0.01,3,3,192,49675
0.35,0.01,3,4,199,46101
0.35,0.01,4,0,196,55265
0.35,0.01,4,1,199,49558
0.35,0.01,4,2,195,48751
0.35,0.01,4,3,198,54631
0.35,0.01,4,4,192,47294
0.35,0.01,5,0,197,56464
0.35,0.01,5,1,196,51375
0.35,0.01,5,2,197,52586
0.35,0.01,5,3,193,48201
0.35,0.01,5,4,194,53188
0.35,0.015,1,0,194,41425
0.35,0.015,1,1,194,32931
0.35,0.015,1,2,197,31720
0.35,0.015,1,3,191,34306
0.35,0.015,1,4,192,30139
0.35,0.015,2,0,193,30612
0.35,0.015,2,1,198,31163
0.35,0.015,2,2,196,35252
0.35,0.015,2,3,194,30579
0.35,0.015,2,4,193,37417
0.35,0.015,3,0,197,38826
0.35,0.015,3,1,194,38223
0.35,0.015,3,2,195,35390
0.35,0.015,3,3,191,31470
0.35,0.015,3,4,197,35018
0.35,0.015,4,0,195,34898
0.35,0.015,4,1,193,39088
0.35,0.015,4,2,196,38832
0.35,0.015,4,3,194,32325
0.35,0.015,4,4,196,31021
0.35,0.015,5,0,199,31029
0.35,0.015,5,1,191,27128
0.35,0.015,5,2,197,28930
0.35,0.015,5,3,196,33904
0.35,0.015,5,4,197,33807
0.35,0.02,1,0,197,27588
0.35,0.02,1,1,197,25761
0.35,0.02,1,2,193,26560
0.35,0.02,1,3,198,26277
0.35,0.02,1,4,197,25853
0.35,0.02,2,0,194,24026
0.35,0.02,2,1,194,24924
0.35,0.02,2,2,189,29161
0.35,0.02,2,3,190,27155
0.35,0.02,2,4,191,22898
0.35,0.02,3,0,193,26491
0.35,0.02,3,1,194,24327
0.35,0.02,3,2,191,21926
0.35,0.02,3,3,181,21466
0.35,0.02,3,4,195,23398
0.35,0.02,4,0,190,25371
0.35,0.02,4,1,190,24078
0.35,0.02,4,2,193,24776
0.35,0.02,4,3,191,23184
0.35,0.02,4,4,191,22738
0.35,0.02,5,0,188,25644
0.35,0.02,5,1,192,24419
0.35,0.02,5,2,188,21820
0.35,0.02,5,3,193,27045
0.35,0.02,5,4,194,23001
0.35,0.025,1,0,191,24254
0.35,0.025,1,1,186,21033
0.35,0.025,1,2,188,20616
0.35,0.025,1,3,193,20345
0.35,0.025,1,4,187,19994
0.35,0.025,2,0,194,19919
0.35,0.025,2,1,191,21291
0.35,0.025,2,2,191,19283
0.35,0.025,2,3,191,22289
0.35,0.025,2,4,192,20794
0.35,0.025,3,0,193,19973
0.35,0.025,3,1,188,15989
0.35,0.025,3,2,192,19562
0.35,0.025,3,3,191,19388
0.35,0.025,3,4,190,20695
0.35,0.025,4,0,191,20405
0.35,0.025,4,1,189,20410
0.35,0.025,4,2,184,21122
0.35,0.025,4,3,194,20394
0.35,0.025,4,4,189,17996
0.35,0.025,5,0,188,18415
0.35,0.025,5,1,196,17295
0.35,0.025,5,2,185,16931
0.35,0.025,5,3,190,20182
0.35,0.025,5,4,188,20347
0.35,0.03,1,0,186,16776
0.35,0.03,1,1,191,17185
0.35,0.03,1,2,191,15456
0.35,0.03,1,3,189,18714
0.35,0.03,1,4,193,17040
0.35,0.03,2,0,192,17367
0.35,0.03,2,1,179,14679
0.35,0.03,2,2,186,15629
0.35,0.03,2,3,187,17628
0.35,0.03,2,4,184,16320
0.35,0.03,3,0,188,14910
0.35,0.03,3,1,186,15338
0.35,0.03,3,2,190,16200
0.35,0.03,3,3,177,17057
0.35,0.03,3,4,189,14678
0.35,0.03,4,0,188,16910
0.35,0.03,4,1,193,13178
0.35,0.03,4,2,192,16922
0.35,0.03,4,3,182,13011
0.35,0.03,4,4,191,15186
0.35,0.03,5,0,183,17440
0.35,0.03,5,1,192,18090
